"No.","Time","Receiver address","Transmitter address","Destination address","Source","Destination","Type/Subtype","Protocol","PHY type","Length","Info"
"7568","6.311207","9c:1c:12:e0:dd:d0","","","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7569","6.311415","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1512","Continuation Data"
"7570","6.311499","9c:1c:12:e0:dd:d0","","","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7571","6.311574","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7572","6.311694","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7573","6.311766","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","SSL","802.11n","176","Continuation Data"
"7574","6.311839","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7575","6.311948","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7576","6.312020","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7577","6.312092","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7578","6.312204","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1348","Continuation Data"
"7579","6.312277","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7580","6.312348","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7581","6.312460","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7582","6.312531","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7583","6.312603","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7584","6.312725","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","TCP","802.11n","1348","443 > 52933 [PSH, ACK] Seq=63739 Ack=144 Win=601 Len=1214 TSval=1445485928 TSecr=371967725"
"7585","6.312799","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7586","6.312872","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","355","Continuation Data"
"7587","6.312947","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","1508","Continuation Data"
"7588","6.313022","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","SSL","802.11n","518","Continuation Data"
"7589","6.313096","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7590","6.313223","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7591","6.313296","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7592","6.313370","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","134","52933 > 443 [ACK] Seq=182 Ack=51533 Win=7097 Len=0 TSval=371967746 TSecr=1445485928"
"7593","6.313444","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","138","52933 > 443 [ACK] Seq=182 Ack=54281 Win=7011 Len=0 TSval=371967747 TSecr=1445485928"
"7594","6.313518","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7595","6.313593","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7596","6.313667","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7597","6.313785","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","134","52933 > 443 [ACK] Seq=182 Ack=56869 Win=6930 Len=0 TSval=371967747 TSecr=1445485928"
"7598","6.313860","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","134","52933 > 443 [ACK] Seq=182 Ack=59617 Win=6844 Len=0 TSval=371967747 TSecr=1445485928"
"7599","6.313934","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","138","52933 > 443 [ACK] Seq=182 Ack=62365 Win=6759 Len=0 TSval=371967747 TSecr=1445485928"
"7600","6.314008","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7601","6.314147","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7602","6.314221","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7603","6.314297","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","134","52933 > 443 [ACK] Seq=182 Ack=64953 Win=6678 Len=0 TSval=371967748 TSecr=1445485928"
"7604","6.314371","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","134","52933 > 443 [ACK] Seq=182 Ack=66548 Win=6628 Len=0 TSval=371967748 TSecr=1445485928"
"7605","6.314446","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","138","52933 > 443 [ACK] Seq=182 Ack=68302 Win=6573 Len=0 TSval=371967748 TSecr=1445485928"
"7606","6.314520","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7607","6.316756","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7608","6.316831","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7609","6.316906","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","138","[TCP Window Update] 52933 > 443 [ACK] Seq=182 Ack=68302 Win=6698 Len=0 TSval=371967750 TSecr=1445485928"
"7610","6.316982","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7611","6.317102","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7612","6.317175","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7613","6.317250","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","138","[TCP Window Update] 52933 > 443 [ACK] Seq=182 Ack=68302 Win=6823 Len=0 TSval=371967750 TSecr=1445485928"
"7614","6.317365","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7615","6.317565","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7616","6.317640","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7617","6.317714","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","138","[TCP Window Update] 52933 > 443 [ACK] Seq=182 Ack=68302 Win=6948 Len=0 TSval=371967750 TSecr=1445485928"
"7618","6.317791","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7619","6.319481","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7620","6.319556","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7621","6.319630","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","134","[TCP Window Update] 52933 > 443 [ACK] Seq=182 Ack=68302 Win=7073 Len=0 TSval=371967751 TSecr=1445485928"
"7622","6.319707","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","b4:14:89:60:c7:c0","10.145.14.15","31.13.80.12","QoS Data","TCP","802.11n","138","[TCP Window Update] 52933 > 443 [ACK] Seq=182 Ack=68302 Win=7183 Len=0 TSval=371967751 TSecr=1445485928"
"7623","6.319781","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7624","6.348014","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d0","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d0","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=122, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7625","6.348382","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d1","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d1","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=122, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7626","6.348681","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d2","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d2","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=122, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7627","6.348853","ff:ff:ff:ff:ff:ff","20:c9:d0:d0:04:3d","ff:ff:ff:ff:ff:ff","Apple_d0:04:3d","Broadcast","Probe Request","802.11","802.11a","103","Probe Request, SN=789, FN=0, Flags=........C, SSID=Broadcast"
"7628","6.349789","20:c9:d0:d0:04:3d","9c:1c:12:e0:dd:d0","20:c9:d0:d0:04:3d","ArubaNet_e0:dd:d0","Apple_d0:04:3d","Probe Response","802.11","802.11a","197","Probe Response, SN=3671, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7629","6.349893","9c:1c:12:e0:dd:d0","","","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=...P....C"
"7630","6.350201","20:c9:d0:d0:04:3d","9c:1c:12:e0:dd:d1","20:c9:d0:d0:04:3d","ArubaNet_e0:dd:d1","Apple_d0:04:3d","Probe Response","802.11","802.11a","250","Probe Response, SN=1235, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7631","6.350282","9c:1c:12:e0:dd:d1","","","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=...P....C"
"7632","6.350524","20:c9:d0:d0:04:3d","9c:1c:12:e0:dd:d2","20:c9:d0:d0:04:3d","ArubaNet_e0:dd:d2","Apple_d0:04:3d","Probe Response","802.11","802.11a","204","Probe Response, SN=3054, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7633","6.350605","9c:1c:12:e0:dd:d2","","","","ArubaNet_e0:dd:d2 (9c:1c:12:e0:dd:d2) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=...P....C"
"7634","6.351182","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:90","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:90","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=624, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7635","6.351549","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:91","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:91","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=624, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7636","6.351851","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:92","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:92","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=624, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7637","6.358511","f4:5c:89:8c:a2:db","","","","Apple_8c:a2:db (f4:5c:89:8c:a2:db) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7638","6.358586","f4:5c:89:8c:a2:db","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_8c:a2:db (f4:5c:89:8c:a2:db) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7639","6.358661","f4:5c:89:8c:a2:db","","","","Apple_8c:a2:db (f4:5c:89:8c:a2:db) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7640","6.358804","f4:5c:89:8c:a2:db","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_8c:a2:db (f4:5c:89:8c:a2:db) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7641","6.374848","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","31.13.80.12","10.145.14.15","QoS Data","TCP","802.11n","138","443 > 52933 [ACK] Seq=68302 Ack=182 Win=601 Len=0 TSval=1445485992 TSecr=371967746"
"7642","6.374955","9c:1c:12:e0:dd:d0","","","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7643","6.434591","9c:1c:12:e0:dd:d1","ac:bc:32:7c:fa:11","9c:1c:12:e0:dd:d1","Apple_7c:fa:11","ArubaNet_e0:dd:d1","QoS Null function (No data)","802.11","802.11a","55","QoS Null function (No data), SN=2816, FN=0, Flags=...P...TC"
"7644","6.434696","ac:bc:32:7c:fa:11","","","","Apple_7c:fa:11 (ac:bc:32:7c:fa:11) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7645","6.450425","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d0","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d0","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=123, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7646","6.450766","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d1","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d1","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=123, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7647","6.451101","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d2","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d2","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=123, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7648","6.453587","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:90","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:90","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=625, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7649","6.453956","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:91","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:91","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=625, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7650","6.454253","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:92","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:92","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=625, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7651","6.552820","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d0","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d0","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=124, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7652","6.553174","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d1","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d1","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=124, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7653","6.553506","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d2","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d2","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=124, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7654","6.555997","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:90","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:90","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=626, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7655","6.556731","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:92","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:92","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=626, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7656","6.580758","9c:1c:12:e0:dd:d0","4c:57:ca:7d:38:b4","9c:1c:12:e0:dd:d0","Apple_7d:38:b4","ArubaNet_e0:dd:d0","Null function (No data)","802.11","802.11a","53","Null function (No data), SN=719, FN=0, Flags=...P...TC"
"7657","6.580865","4c:57:ca:7d:38:b4","","","","Apple_7d:38:b4 (4c:57:ca:7d:38:b4) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7658","6.581152","f4:5c:89:8c:a2:db","","","","Apple_8c:a2:db (f4:5c:89:8c:a2:db) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7659","6.598213","9c:1c:12:e0:dd:d0","90:8d:6c:8c:b8:db","","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7660","6.598292","90:8d:6c:8c:b8:db","","","","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7661","6.598368","9c:1c:12:e0:dd:d0","90:8d:6c:8c:b8:db","01:00:5e:00:00:fb","10.145.18.15","224.0.0.251","QoS Data","MDNS","802.11n","216","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"7662","6.598473","90:8d:6c:8c:b8:db","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7663","6.598604","9c:1c:12:e0:dd:d0","90:8d:6c:8c:b8:db","9c:1c:12:e0:dd:d0","Apple_8c:b8:db","ArubaNet_e0:dd:d0","Null function (No data)","802.11","802.11a","53","Null function (No data), SN=3028, FN=0, Flags=.......TC"
"7664","6.598679","90:8d:6c:8c:b8:db","","","","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
"7665","6.598754","9c:1c:12:e0:dd:d0","90:8d:6c:8c:b8:db","","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (TA)","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"7666","6.598828","90:8d:6c:8c:b8:db","","","","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"7667","6.598903","9c:1c:12:e0:dd:d0","90:8d:6c:8c:b8:db","33:33:00:00:00:fb","fe80::1454:3147:2750:7d31","ff02::fb","QoS Data","MDNS","802.11n","236","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"7668","6.598978","90:8d:6c:8c:b8:db","9c:1c:12:e0:dd:d0","","ArubaNet_e0:dd:d0 (9c:1c:12:e0:dd:d0) (TA)","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"7669","6.655202","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d0","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d0","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=125, FN=0, Flags=........C, BI=100, SSID=RedRover"
"7670","6.655572","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d1","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d1","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=125, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7671","6.655860","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d2","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d2","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=125, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"7672","6.658719","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dc:91","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dc:91","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=627, FN=0, Flags=........C, BI=100, SSID=eduroam"
"7673","6.659809","9c:1c:12:e0:dd:d0","90:8d:6c:8c:b8:db","9c:1c:12:e0:dd:d0","Apple_8c:b8:db","ArubaNet_e0:dd:d0","Null function (No data)","802.11","802.11a","53","Null function (No data), SN=3029, FN=0, Flags=...P...TC"
"7674","6.659893","90:8d:6c:8c:b8:db","","","","Apple_8c:b8:db (90:8d:6c:8c:b8:db) (RA)","Acknowledgement","802.11","802.11a","39","Acknowledgement, Flags=........C"
