"No.","Time","Receiver address","Transmitter address","Destination address","Source","Destination","Type/Subtype","Protocol","PHY type","Length","Info"
"1640","2.146489","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4040, FN=0, Flags=.p....F.C"
"1641","2.146562","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4041, FN=0, Flags=.p....F.C"
"1642","2.146633","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4042, FN=0, Flags=.p....F.C"
"1643","2.146706","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4043, FN=0, Flags=.p....F.C"
"1644","2.146779","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4044, FN=0, Flags=.p....F.C"
"1645","2.146893","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4045, FN=0, Flags=.p....F.C"
"1646","2.146967","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4046, FN=0, Flags=.p....F.C"
"1647","2.147041","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4047, FN=0, Flags=.p....F.C"
"1648","2.147116","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4048, FN=0, Flags=.p....F.C"
"1649","2.147192","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4049, FN=0, Flags=.p....F.C"
"1650","2.147267","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4050, FN=0, Flags=.p....F.C"
"1651","2.147342","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4051, FN=0, Flags=.p....F.C"
"1652","2.147418","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4052, FN=0, Flags=.p....F.C"
"1653","2.147541","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4053, FN=0, Flags=.p....F.C"
"1654","2.147618","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4054, FN=0, Flags=.p....F.C"
"1655","2.147694","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=4055, FN=0, Flags=.p....F.C"
"1656","2.147780","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1657","2.147853","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"1658","2.147926","4c:7c:5f:33:b9:74","","","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"1659","2.148000","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","150","QoS Data, SN=1871, FN=0, Flags=.p.....TC"
"1660","2.148075","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","150","QoS Data, SN=1872, FN=0, Flags=.p.....TC"
"1661","2.148151","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","154","QoS Data, SN=1873, FN=0, Flags=.p.....TC"
"1662","2.148226","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1663","2.148349","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"1664","2.148423","4c:7c:5f:33:b9:74","","","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"1665","2.148497","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1666","2.148571","9c:1c:12:e0:dd:d1","5c:7c:5b:33:b9:f4","b4:04:09:60:c7:c0","5c:7c:5b:33:b9:f4","b4:04:09:60:c7:c0","QoS Data","802.11","802.11n","150","QoS Data, SN=1878, FN=0, Flags=.p.....T."
"1667","2.148646","9c:0c:12:e0:dd:d5","4c:fc:5f:33:b9:74","b4:14:89:60:c7:c0","4c:fc:5f:33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","150","QoS Data, SN=1880, FN=0, Flags=.p.....T."
"1668","2.148722","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","150","QoS Data, SN=1881, FN=0, Flags=.p.....TC"
"1669","2.148798","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:8b:60:c7:c0","Apple_33:b9:74","b4:14:8b:60:c7:c0","QoS Data","802.11","802.11n","154","QoS Data, SN=1883, FN=0, Flags=.p.....T."
"1670","2.148873","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1671","2.148947","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"1672","2.149021","4c:7c:5f:33:b9:74","","","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"1673","2.149132","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","154","QoS Data, SN=1886, FN=0, Flags=.p.....TC"
"1674","2.149205","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1675","2.149491","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d0","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d0","Broadcast","Beacon frame","802.11","802.11a","212","Beacon frame, SN=81, FN=0, Flags=........C, BI=100, SSID=RedRover"
"1676","2.149847","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d1","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d1","Broadcast","Beacon frame","802.11","802.11a","265","Beacon frame, SN=81, FN=0, Flags=........C, BI=100, SSID=eduroam"
"1677","2.150160","ff:ff:ff:ff:ff:ff","9c:1c:12:e0:dd:d2","ff:ff:ff:ff:ff:ff","ArubaNet_e0:dd:d2","Broadcast","Beacon frame","802.11","802.11a","219","Beacon frame, SN=81, FN=0, Flags=........C, BI=100, SSID=Cornell-Visitor"
"1678","2.150310","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4056, FN=0, Flags=.p....F.C"
"1679","2.150387","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4057, FN=0, Flags=.p....F.C"
"1680","2.150499","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4058, FN=0, Flags=.p....F.C"
"1681","2.150571","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4059, FN=0, Flags=.p....F.C"
"1682","2.150644","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4060, FN=0, Flags=.p....F.C"
"1683","2.150753","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4061, FN=0, Flags=.p....F.C"
"1684","2.150826","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4062, FN=0, Flags=.p....F.C"
"1685","2.150898","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4063, FN=0, Flags=.p....F.C"
"1686","2.151011","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4064, FN=0, Flags=.p....F.C"
"1687","2.151087","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4065, FN=0, Flags=.p....F.C"
"1688","2.151162","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4066, FN=0, Flags=.p....F.C"
"1689","2.151273","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=4067, FN=0, Flags=.p....F.C"
"1690","2.151346","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1691","2.151452","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4068, FN=0, Flags=.p....F.C"
"1692","2.151524","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4069, FN=0, Flags=.p....F.C"
"1693","2.151633","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4070, FN=0, Flags=.p....F.C"
"1694","2.151706","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4071, FN=0, Flags=.p....F.C"
"1695","2.151779","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4072, FN=0, Flags=.p....F.C"
"1696","2.151889","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4073, FN=0, Flags=.p....F.C"
"1697","2.151962","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4074, FN=0, Flags=.p....F.C"
"1698","2.152036","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4075, FN=0, Flags=.p....F.C"
"1699","2.152146","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4076, FN=0, Flags=.p....F.C"
"1700","2.152219","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4077, FN=0, Flags=.p....F.C"
"1701","2.152290","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4078, FN=0, Flags=.p....F.C"
"1702","2.152402","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4079, FN=0, Flags=.p....F.C"
"1703","2.152474","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4080, FN=0, Flags=.p....F.C"
"1704","2.152547","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4081, FN=0, Flags=.p....F.C"
"1705","2.152658","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4082, FN=0, Flags=.p....F.C"
"1706","2.152732","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4083, FN=0, Flags=.p....F.C"
"1707","2.152807","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4084, FN=0, Flags=.p....F.C"
"1708","2.152882","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4085, FN=0, Flags=.p....F.C"
"1709","2.152993","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4086, FN=0, Flags=.p....F.C"
"1710","2.153067","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=4087, FN=0, Flags=.p....F.C"
"1711","2.153139","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1712","2.153249","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4088, FN=0, Flags=.p....F.C"
"1713","2.153322","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4089, FN=0, Flags=.p....F.C"
"1714","2.153394","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4090, FN=0, Flags=.p....F.C"
"1715","2.153505","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4091, FN=0, Flags=.p....F.C"
"1716","2.153579","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4092, FN=0, Flags=.p....F.C"
"1717","2.153654","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4093, FN=0, Flags=.p....F.C"
"1718","2.153726","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4094, FN=0, Flags=.p....F.C"
"1719","2.153836","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4095, FN=0, Flags=.p....F.C"
"1720","2.153911","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=0, FN=0, Flags=.p....F.C"
"1721","2.153991","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=1, FN=0, Flags=.p....F.C"
"1722","2.154066","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2, FN=0, Flags=.p....F.C"
"1723","2.154177","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=3, FN=0, Flags=.p....F.C"
"1724","2.154250","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"1725","2.154356","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=4, FN=0, Flags=.p....F.C"
"1726","2.154429","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=5, FN=0, Flags=.p....F.C"
"1727","2.154538","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=6, FN=0, Flags=.p....F.C"
"1728","2.154610","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=7, FN=0, Flags=.p....F.C"
"1729","2.154682","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=8, FN=0, Flags=.p....F.C"
"1730","2.154792","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=9, FN=0, Flags=.p....F.C"
"1731","2.154865","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=10, FN=0, Flags=.p....F.C"
"1732","2.154937","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=11, FN=0, Flags=.p....F.C"
"1733","2.155048","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=12, FN=0, Flags=.p....F.C"
"1734","2.155121","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=13, FN=0, Flags=.p....F.C"
"1735","2.155193","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=14, FN=0, Flags=.p....F.C"
"1736","2.155304","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=15, FN=0, Flags=.p....F.C"
"1737","2.155376","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=16, FN=0, Flags=.p....F.C"
"1738","2.155449","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=17, FN=0, Flags=.p....F.C"
"1739","2.155557","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=18, FN=0, Flags=.p....F.C"
"1740","2.155629","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=19, FN=0, Flags=.p....F.C"
"1741","2.155705","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=20, FN=0, Flags=.p....F.C"
"1742","2.155780","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=21, FN=0, Flags=.p....F.C"
"1743","2.155930","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=22, FN=0, Flags=.p....F.C"
"1744","2.156003","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=23, FN=0, Flags=.p....F.C"
